article,truthfulness
“You’re Not Welcome!” Obama As Welcome At Roseberg Funerals As Westboro Baptist Church Members [Videos],fake
3 MILLION ILLEGAL ALIENS Under Investigation For Voting…After Obama Told Them It Was Ok,fake
" Supreme Court Strikes Down Texas Abortion Law, And Anti-Choicers Are Positively FUMING (TWEETS)",fake
WOW! TX Congressman On IMPEACHMENT And REMOVAL Of Hillary If She Wins Election,fake
Flynn did not initially disclose income from Russia-linked companies,real
 Michele Bachmann Comes Out Of Hiding To Mourn Scalia On Twitter — Gets His Name Wrong (TWEETS),fake
 WATCH: Obama Takes A PERFECT Shot At Trump’s Never Ending Tweeting,fake
DISGRACEFUL: US Air Force Can No Longer Afford 21-Gun Salute At Vet Funerals…Plenty Of Funds For Muslim Immigrants,fake
Trump's choice for U.S. attorney general says he can stand up to him,real
 Obama’s Attorney General Just Spit In Trump’s Face Over 9th Circuit Court Ruling,fake
IS YOUR CONGRESSMAN Selling You Out For More ‘Refugees’?,fake
" Leslie Knope Writes Powerful, Heartbreaking Letter To America That EVERYONE Should Read",fake
 Trump Is Now Threatening A Lawsuit Over Copyright Violation Of His Penis (IMAGE),fake
 Obama Just Completely F*cked Over Trump’s ‘Muslim Registry’ Plan,fake
EXPOSED! OBAMA REGIME Gave MILLIONS US Tax Dollars To RADICAL SOROS GROUPS Used To Take Down Conservative European Nation’s Government,fake
IRONY! COLLEGE “ANTI-CAPITALIST” GROUP DISBANDS Because Members Were too Rich and White,fake
"U.S. will change course on climate policy, says former EPA transition head",real
 Student Haz A Sad After Everyone Mocks Him For His Trump Hat (VIDEO),fake
" After Sex Scandal Allegations, Ted Cruz Unleashes Colossally Pathetic Hissy Fit On Facebook",fake
Saudi Arabia condemns Trump decision to recognize Jerusalem as capital of Israel,real
HOLLYWOOD ‘HAS BEEN’ HYPOCRITE Danny DeVito Tells America: “We Are A Bunch Of Racists” [VIDEO],fake
 Trump Accidentally Says He Wants Single Payer In Latest Tweet – Twitter Lets Him Know (TWEETS),fake
LEO DITCHES HILLARY: Shady Excuse Doesn’t Fly In DiCaprio Fundraiser Cancellation,fake
 GOP Forgets Something EXTREMELY Crucial As They Celebrate Blocking Obama’s Overtime Rule,fake
LOL! Clinton News Network (CNN) SHUT DOWN At Trump Rally By Pro-Trump Deplorables [VIDEO],fake
CLINTON CHARITIES RAKED IN TAXPAYER DOLLARS IN THE MILLIONS,fake
"Stung by reputation, Taiwan looks to turn corner on money laundering",real
EXPLODING AFRICAN REFUGEE POPULATION STRESSING WELFARE SYSTEM IN MINNESOTA Are Sending Millions Of Dollars Back To Africa,fake
 Trump Jr. Throws Temper Tantrum While Comey Testifies That His Dad Obstructed Justice,fake
Kushner to make statement to the press after speaking to lawmakers,real
“Unvetted” Illegals Turn Germany Into A Third-World Trash Heap…Sound Familiar? [Video],fake
 WATCH: Jake Tapper STUNNED Into Disbelief Listening To Sean Spicer Whine That Press Says ‘Ban’,fake
 Dem Challenger To Paul Ryan Has Raised A Massive Amount Of Money In The Last 24 hours,fake
WATCH: TED CRUZ SKEWERS DEMS for Hypocritical Questioning of Supreme Court Nominee [Video],fake
CLINTON ABRUPTLY Cancels Plans To Go to Charlotte On Sunday…Gives Lame Excuse,fake
U.S. lawmakers propose making it easier to meet auto fuel rules,real
" OOPS: Hypocrite Trump Accuses Amazon Of Not Paying Taxes, Except They Do",fake
JUST IN: NYC TERRORIST Allegedly Entered U.S. On NY Democrat Senator Chuck Schumer’s ‘DIVERSITY VISA” Program,fake
 Republican Senators Don’t Want Ted Cruz Anywhere Near Their Re-Election Campaigns,fake
DISMISSED: Trump Fires Scandal Plagued FBI Director James Comey – What Does It Mean?,fake
 ‘Pissed As Hell’ Oregon Rancher FURIOUS At Bundy Militia: ‘This Is My Home!’ (VIDEO),fake
NO “Dead broke” LESBIANS ALLOWED…,fake
DEPLORABLES UNITE! ONE MORE DAY: “We will no longer surrender this country or its people to the false song of globalism!” [Video],fake
BREAKING: WHY DID MASSACHUSETTS OFFICIALS WAIT SO LONG To Release This Video Showing Thug Shooting Police Officer In Face? [VIDEO],fake
WORLD’S MOST FAMOUS VICTIMS Purchase Stunning Number Of Luxury Homes…Not A Bad Payout For A Couple Who Divided Our Nation,fake
NFL LEGEND Who Supported Hillary Leaves CNN Host Speechless Over Praise For Trump…People Who “called him names when he won”…”He reached back and brought them along with him. He held no grudges”[VIDEO],fake
BINGO! Judge Napolitano: New Emails Found on Weiner’s Computer Will Lead to Clinton Indictment [Video],fake
 Lindsey Graham Sends A Final ‘F*** You’ To Trump As He Announces Who He Voted For (TWEETS),fake
Anti-Trump protesters: patchwork of people and Facebook pages,real
"A MUST WATCH VIDEO: STEVE BANNON “If you think they’re going to give you your country back without a fight, you’re sadly mistaken.”",fake
Border without doctors? South Koreans urge more funding for trauma care after defector drama,real
“GUATEMALAN” MAN DIES After Falling Into WASTE GRINDER At Meat Plant…Former Worker Claims They Hire “90% Illegal Aliens”…Including “10-12 Yr Old Kids”,fake
“White people are born into not being human” – BLM Activist Lectures A Room Full Of White Women [Video],fake
(VIDEO) CLINTON FOUNDATION HOSTS FUNDRAISERS ‘WITH GREAT SECRECY’ IN HUMAN RIGHTS VIOLATING COUNTRIES,fake
" Trump Put Himself In Deep Sh*t, Personally Drafted Statement Lying About Jr’s Russia Meeting",fake
SAY WHAT?! Muslim Women Can Now Cover Their Faces For License Picture In Obama’s Home State Of Illinois,fake
Brazil seeks to revoke asylum of Italian ex-guerrilla convicted of murder,real
Trump Posed For Pic With Two Kids And Everyone Immediately Noticed One Shocking Thing In It,fake
Lack of clear UK stance making Brexit talks tough: French PM,real
 Trump Trolls Turn On GOP Moderates: ‘You’re Gonna Get Primaried’,fake
JAMES O’KEEFE Gives #VeryFakeNewsCNN Advance Notice: “A Few Hundred Hours” Of “Secretly Recorded Material” From Inside The Network…#CNNLeaks,fake
DIRTY POOL! FBI AND DOJ Just Affirmed They Spied On Trump WITHOUT Proving Dossier’s Authenticity,fake
ESPIONAGE ACT VIOLATION? HILLARY EXPOSES Names Of Hidden Intelligence Officials In Emails Through “Gross Negligence”,fake
Assange: ‘Crazed Clinton Campaign Tried to Hack WikiLeaks’,fake
Norway to appoint first woman foreign minister: reports,real
 Newt Gingrich Admits Trump Is No Longer Draining The Swamp,fake
MCCAIN NEEDS TO GO! Makes Claim That Trump Is Trying To Be A Dictator But Was Silent On Obama,fake
Is Conservative Firebrand Laura Ingraham Joining Fox News?,fake
House Democrats rally to protect Special Counsel Mueller,real
ONE IMAGE PERFECTLY Captures Who’s Really Behind The Trump-Russian Collusion “Investigation”,fake
ANTI-GUN Zealot KATIE COURIC Hit With $12 MILLION Defamation Lawsuit By 2nd Amendment Group [VIDEO],fake
"Trump pressures Lockheed, says told Boeing to price out fighter aircraft",real
Austrian far-right leader says has ruled out Brexit-style vote,real
 Foreign Governments Have Been Giving Elections To Republicans For Decades,fake
Iran's Larijani says Tehran has a plan if U.S. withdraws from nuclear pact: Ifax,real
Trump's son-in-law Kushner to become senior White House adviser,real
Leading Democrat: Critics can't conclude Trump is impaired,real
OBAMA FAN CLUB PRESIDENT GEORGE CLOONEY Tells France: “There’s Not Going To Be A President Trump” [VIDEO],fake
Son Of Egyptian Immigrants Hopes To Become FIRST MUSLIM GOVERNOR In U.S…Will Push For “Sanctuary State”,fake
THE LOST VIDEO: Watch MSNBC’S Mika Shamelessly Flirt With Donald Trump [VIDEO],fake
Security for Trump's summer visit ruffles tranquil New Jersey town,real
"U.S. Democrat Bernie Sanders wins Alaska, Washington, Hawaii caucuses",real
 Trump Staff Hangs Absurdly Offensive Abraham Lincoln Banner In Mar-A-Lago Dining Room,fake
 Trump’s Friend Snaps Pic With Guy Holding ‘Nuclear Football’ And Identifies Him On Facebook (SCREENSHOTS),fake
CNN’s Don Lemon: Is He an Alcoholic or Just a Drunk?,fake
SEWER WORKER DIES After Muslim Doctors REFUSE To Help Him,fake
"U.S. Senate's Reid, in last round, jabs outside money in Nevada succession fight",real
McCain’s Mad World and The Cancer of Conflict,fake
 Fox News Despicably Blames THIS For The Belgium Attacks Instead Of The Terrorists (VIDEO),fake
NEW FINDINGS SHOW TWO IMPORTANT Words Were Deleted From Cowardly Comey’s Remarks About Hillary That Could’ve Ended Her Presidential Bid,fake
House speaker tells Trump healthcare bill lacks votes: CNN,real
BEST TWEET OF THE DAY,fake
WATCH: HOLLYWOOD ACTOR SCOTT BAIO…All In For TRUMP: ‘We Need Somebody to Relentlessly Attack Hillary’,fake
HOW PRESIDENT EISENHOWER Solved The Illegal Immigration Problem In America,fake
"Under China anthem cloud, rare interest in Hong Kong vs Bahrain soccer friendly",real
CAN HILLARY LIE HER WAY OUT OF THIS ONE? PHYSICIAN Says Hillary Has Parkinson’s Disease…Hillary Admits She Couldn’t Even “Get Up” After Convention,fake
Santilli Freed Under Plea Pact as Vegas Shooting Casts Shadow on Bundy Trial,fake
"At G20 summit, Trump pledges $639 million in aid to four countries",real
VIRAL VIDEO: Bernie Sanders Socialist Gets Shut Down By Judge Judy,fake
 WATCH: Chuck Todd Reveals More Evidence Trump’s Campaign Is A Money Making Scheme,fake
 New York Times Columnist Calls Trump A ‘Monster’ For Cutting Heating Assistance In Heartless Budget,fake
"Without Evidence, Trump Launches 59 Cruise Missiles, Destroying Syrian Air Force Base",fake
HIDDEN CAMERA Shows How Illegal Aliens Steal Jobs From Americans…How They Really Feel About Competing With American Citizens For Jobs [VIDEO],fake
 BOMBSHELL: Devin Nunes’ Entire Net Worth Sunk In Company With Strong Ties To Russia,fake
BREAKING: FEMALE LAW STUDENT Busts Hillary’s “Oh Sh*t” IT Guy Who Was Seeking Help To Scrub Hillary’s Name From Emails…Wikileaks Applauds!,fake
 Four-Year-Old Bursts Into Tears When She Learns Obama Is Leaving Office (VIDEO),fake
 Trump’s Meeting With Germany’s Angela Merkel Goes From Awkward To Offensive In Seconds (VIDEO),fake
RACE BAITING LIBERALS WILL HATE TRUMP’S CHOICE To Lead Domestic Transition Team,fake
"Iran vows to stand with Baghdad, Ankara against Iraqi Kurds' independence push",real
COMEDY GENIUS: [Video] “Bob Ross” Paints Sick Hillary…H-I-L-A-R-I-O-U-S!,fake
" Exclusive: Interview With Progressive Superstar Running For Congress, Zephyr Teachout",fake
VETERANS CAN’T GET HEALTH CARE…But These MN Somali Muslims Got US Taxpayer Dollars For College…Used It For Jihad,fake
BREAKING: CLINTON CLEARED…Was This A Coordinated Last Minute Trick To Energize Hillary’s Base?,fake
NBA THREATENS NC…Let Men Share Bathrooms With Your Daughters Or We’ll Cancel All-Star Game,fake
GAY MARRIAGE APPROVED BY SUPREME COURT With Ironic Dissenting Opinion From Justice Roberts: “But this court is not a legislature”,fake
White House does not rule out Sessions recusal on Russia probes,real
 Trump Gets His A** Handed To Him By Marlee Matlin For Calling Deaf People ‘Retarded’,fake
U.S. House Republicans finalize list of rules to kill in Wednesday vote,real
" Hillary Just Responded To Trump’s Pre-Debate Bullsh*t On Twitter, And It’s EPIC (TWEET)",fake
Highlights: The Trump presidency on March 13 at 9:05 p.m. EDT,real
" Bitter Cruz Claims He ‘Doesn’t Know’ John Boehner, Forgets Boehner Once Hired Him To Sue A Democrat",fake
MEDIA DOWNPLAYS Attack By Unhinged Neighbor On Senator Rand Paul…’Minor Injuries’ Not So Minor,fake
MUSLIM ASSIMILATION UPDATE: Migrants Arrested For STONING Transgender Women In GERMANY,fake
" Paul Ryan Sharpens His Backstabbing Knife, Prepares War With White House (VIDEO)",fake
 LEAKED AUDIO: Trump Picked Miss USA Contestants Based On DISGUSTING ‘Trump Rule’,fake
 Comedian Russell Brand DESTROYS Trump In Hilarious Stand-Up Routine (VIDEO),fake
MORE QUESTIONS THAN ANSWERS: Was Sandy Hook Shooter Known to FBI Prior to School Massacre?,fake
HA! DONALD TRUMP’S Unusual New Year’s Tweet To His “Many Enemies”,fake
" Shortly Before Her Death, Nancy Reagan Said She Was Ashamed Of The GOP (VIDEO)",fake
Oklahoma Supreme Court strikes down restrictive abortion law,real
BREAKING: Man Rushes To Paris Police Station Doors With Knife Screaming “Allahu Akbar”…Was He Another “Muslim Clock Boy?”,fake
YOU’LL NEVER GUESS WHAT’S PREDICTED FOR OBAMA’S GLOBAL WARMING PROMO TRIP TO ALASKA,fake
 Hypocrite Republicans Refuse To Investigate Flynn Scandal,fake
"Trump says travel ban should be 'larger, tougher and more specific'",real
"Bus drives into pedestrian underpass in Moscow, kills four: agencies",real
Trump says he and China's Xi to try to end opioid crisis,real
REPUBLICAN SENATOR Sends Letter to FBI Director Questioning FBI Relationship to British Spy Who Investigated Trump,fake
" Donald Trump Gets Schlonged By His Own Ghost Writer, Who Refuses To Vote For Him (AUDIO)",fake
 What Facebook Just Did About Guns Is Going To Drive The NRA Insane,fake
MARTHA STEWART Makes Lewd Gesture Towards Trump Portrait At Art Fair…Boycott!,fake
Father of Orlando Shooter is Long-time CIA Asset,fake
NOT KIDDING: ARIZONA NEWSPAPER Concerned Border Fence Too High For Illegals To Cross Safely,fake
WITH 15 DAYS REMAINING In Office…Obama Suddenly Takes An Interest In Chicago Crime…Discusses Commuting Crooked Politician Rod Blagojevich [VIDEO],fake
"PUTIN Threatens To Release 20,000 “Top Secret” Emails From Hillary…Why Judge Napolitano Says This Is Very Bad News For Hillary [VIDEO]",fake
"SHOCKING VIDEO! SWARM OF OVER 20,000 AFRICAN FREELOADERS Flooding Mexico To Get Into The US…#OpenBordersHillary",fake
DETROIT SCHOOLS CHIEF Wants To Shut Down Charter Schools Ranked “Best In The State” To Focus On Public Schools Ranked “Worst Urban School District In Country”,fake
 Colbert Grills Sanders On His ‘Revolution For America’ — Sanders’ Response Is Brilliant (VIDEO),fake
 George H. W. Bush Writes Letter Showing Trump How To NOT Be A Corrupt President,fake
"Trump again vows to bring back U.S. jobs, but offers few details",real
Turkey chides Arabs for 'weak' reaction ahead of Jerusalem summit,real
BAM! THREE THINGS UFC’s Dana White Respects About Donald Trump [Video],fake
(VIDEO) UNBELIEVABLE! BLACK JUDGE BERATES VICTIMS OF HOME INVASION AND YOU WON’T BELIEVE WHY,fake
 WATCH: Hell Freezes As Fox News Host Calls Republican Party A ‘Disgrace’ For Being Incapable Of Governing,fake
 Even His Allies Admit Hillary Won The Debate And Trump Is FREAKING OUT About It,fake
 RNC Mouthpiece Launches Petty Whinefest; Escalates Trump’s Feud With The Media,fake
NOT KIDDING! Serial Liar Brian Williams Blames “FAKE NEWS” For Hillary’s Loss On MSNBC Last Night [VIDEO],fake
TRUMP: “Let Obamacare fail… I’m not going to own it.”,fake
White House: Congress would have most impact on fighting tax avoidance,real
 Hillary’s New Ad Brilliantly Uses Those Who Have Endorsed Trump Against Him (VIDEO),fake
 ‘Maury’ Show Official Facebook Posts F*CKED UP Caption On Guest That Looks Like Ted Cruz (IMAGE),fake
Mnuchin says no regrets over government plane use,real
 Incoming Trump Deputy Sec. Of State Blames Russian Hacking On Obama ‘False Flag’ (VIDEO),fake
 Non-Transgender Woman Harassed In Bathroom After Donating Hair To Cancer Patients (VIDEO),fake
 State Department Confirms Hillary Clinton Did Not Use Her Position For Foundation Favors,fake
U.S. NEWS and WORLD REPORT Publishes List Of TOP 10 MOST POPULAR NATIONS Where Refugees Want To Live,fake
BIGGER THAN SNOWDEN: Wikileaks ‘Vault 7’ Classified CIA leak  – What Does It Mean?,fake
Republican Senator McCain will return Tuesday for healthcare vote,real
 Here’s Why 2016 Will Be The Year Of The Woman,fake
 So Much For Outreach: Black Staffers Are Jumping Ship From The RNC,fake
 Aziz Ansari Just Told Trump To ‘Go F*ck Himself’ As Only He Can (TWEET),fake
" PROOF: Republicans Are Blocking Black Voters, This Court Case Is Exposing Them",fake
" The PGA Just Gave Donald Trump A Big Middle Finger, And He’s P*ssed",fake
WOW! New Email (Pictured) Uncovered Shows Hillary Telling Top Aide It’s A ‘Good Idea’ To Lie,fake
GENERAL FLYNN: The Right Stuff…You’re In Good Hands America! [Video],fake
"WATCH: KELLYANNE CONWAY Gives Dreaded Answer To Liberal Hack, “This Week” Host George Stephanopoulos’ Question About Trump’s Plans To Run In 2020",fake
 Watch Elizabeth Warren Clobber Trump And Scott Brown: ‘Celebrity Apprentice Meets Biggest Loser’,fake
 Meet The INCREDIBLY Racist GOP Senator That Just Endorsed Trump (VIDEO),fake
JPMORGAN CEO Blows Up at the DC Dysfunction: Tired of Listening to the ‘Stupid Sh*t’ [Video],fake
"Knifeman attacks soldier in Paris subway, terrorism probe opened",real
BOOM! Rep Louie Gohmert (R-TX) Rips Into Obama’s Gun Grabbing Legislative Minions: “Radical ISLAM Killed These People!” [VIDEO],fake
 Carrier Workers BLAST Trump: ‘He Lied His Ass Off’,fake
FLASHBACK: Mark Steyn: Why The US Is Becoming A Banana Republic [Video],fake
 Senator Asks DOJ To Step In After White Supremacists Vow To Engage In Poll Watching,fake
ISLAND FULL OF ESTABLISHMENT MILLIONAIRES Wants To Stop Trump…Will They Succeed?,fake
Trump pick for China ambassador sees 'win-win' boost to trade ties,real
"NOT GRASSROOTS: #Ferguson Protestors PAID Over $5K To Attack Police, Instigate Violence And Disrupt",fake
"Which States Are Americans Are Moving From, Where Are They Moving To…And Why?",fake
TRUMP GIRLS Give Shout Out To Crooked Hillary…And Bring Down The House: “If The Justice Department Don’t Want To Indict You…The American People Will Indict You” [VIDEO],fake
LAURA INGRAHAM: GOP Senior Senators “Laughed Out Loud” At Building Border Wall…”Actively Working Against” Trump [Video],fake
BREAKING: OBAMACARE REPEAL Clears First Hurdle…Dems Get Snarky,fake
INCOMING FRESHMEN Are Put On Notice With Welcome Letter From U of Chicago Dean Of Students…”Trigger Warning” Crybabies Stay Home,fake
LIBERAL LUNATIC Who Threatened to “Kill” Republican Senator Gets a Dose of Karma,fake
 Trump Tells His Supporters Poor People Are Too Stupid To Be In His Cabinet (VIDEO),fake
Europe could soon be within range of North Korean missiles: France,real
LIST OF COMEY’S 10 BIGGEST SCREW UPS As FBI Director…Why His Firing Was Long Overdue,fake
BREAKING EMAIL LEAK: “Bernie needs to be ground to a pulp…Crush him as hard as you can”,fake
Brazil's Temer faces new graft charges over JBS testimony,real
False Flag Attack Against Cuba: A Plan Hatched by the Pentagon,fake
 Trump Supporters Terrorize An American Woman On The Subway For Wearing A Hijab,fake
 Amazing 1922 Article On Hitler Perfectly Predicts Rise Of Trump (TWEET),fake
JUST IN: CROOKED DOJ OFFICIAL Didn’t Reveal That His Wife Was Being Paid By Fusion GPS to Get Dirt on Trump [Video],fake
LAUGHABLE! HILLARY DEFENDS Maxine “James Brown Wig” Waters and WH Press Corp “Toddler” April Ryan [Video],fake
IMMIGRANTS FROM SOVIET UNION Want To Know Why Americans Support Bernie Sanders,fake
"Prior to his SEC nomination, Clayton communicated with SEC contractor",real
FACTBOX: About 6.1 million without power in U.S. Southeast after Irma: utilities,real
FBI Release Oregon Video Footage Depicting Death of Robert Lavoy Finicum – But Questions Remain,fake
LESTER HOLT PULLS A “Candy Crowley” 5 Times…Joins Team Hillary To Help Debate Trump,fake
Trump handling of security information at Mar-a-Lago queried by House panel,real
FORMER FBI ASST DIRECTOR: “Jim Comey ‘Danced With The Devil’…I’m Glad He’s Gone” [VIDEO],fake
CAUGHT ON TAPE: HORRIFIC ISLAMIC TERROR IN GERMANY…Terrorist Shouts “Allahu Akbar!”…Children Targeted,fake
 It’s About Time! Twitter Just Kicked Off A Bunch Of Alt-Right Accounts For Hate Speech,fake
"TREASON? White House Says It’s “Entirely likely,” “Even expected” Iran Will Use $Billions In Sanctions Relief For Terrorism [VIDEO]",fake
White House says Trump tweet meets Comey tapes records request,real
 New Group Of Armed Idiots Show Up To Provide ‘Security’ For Bundy Militia Terrorists (VIDEO),fake
 Trump Angrily Goes After Hillary’s Competency With Misspelled Tweet,fake
Syrian opposition: Russia conference aims to rehabilitate Assad,real
 Obama Just Got A Little More Than Pissed At Those Claiming He’s Soft On Wall Street,fake
 WATCH: Chuck Todd Puts The Screws To Mitch McConnell For Not Giving Merrick Garland A Chance,fake
German admits selling gun to Munich attack shooter,real
AMERICA’S OLDEST Suit Manufacturer Drops NFL Ads: “Our companies will not condone unpatriotic behavior!”,fake
 Speaker Of The Big House: Child Molester Dennis Hastert To Spend Over A Year In Jail,fake
THE WORLD SHOULD BE OUTRAGED By Sweden’s Reward System For Returning Jihadists,fake
BOEHNER ANNOUNCES HIS FINAL ACT OF COWARDICE As He Steps Down Before Being Ousted As Speaker,fake
Russian military: Syria government troops control 85 percent of Syria - agencies,real
TARGET MAKES DECISION TO ENDANGER Our Children By Allowing Men In Little Girls Bathrooms,fake
CNN CLOWN Who Cries About “FAKE NEWS” Uses Unverified Story To Push Islamaphobia Lie On Viewers [VIDEO],fake
NOT KIDDING: DEMOCRATS Are Calling For Obama To Be Hillary’s Running Mate…But Is That Legal?,fake
 WATCH: President Obama Dares Republicans To Support Gun Control To Prove They Care About Cop Safety,fake
 Trump’s National Security Adviser Thinks Obama Was Right About Terrorism All Along,fake
HARVARD BULLIED INTO Dropping 80 Year Old “Racist” Law School Emblem,fake
Trump could pull out of global climate accord in a year: lawyers,real
South Africa's Ramaphosa steps up criticism ahead of ANC leadership vote,real
"NO WONDER HE’S SMILING: Michigan’s Most Liberal College Awards President Salary Increase To $772,500",fake
"BREAKING: GA, KY, WV Confirm They Suspect Obama’s DHS Hacked Their Election Networks [VIDEO]",fake
WHY THESE ARMY ROTC CADETS WERE PRESSURED INTO WEARING HEELS WILL HAVE YOU SEEING RED…,fake
FLASHBACK: Chilling ’60 Minutes’ Interview with George Soros Nearly 20 Years Ago,fake
" Trump’s List Of ‘Unreported’ Terror Attacks Is Out, And It’s ABSURD (CITATIONS)",fake
RED FLAG IN CLINTON’S FBI INTERVIEW Shocks Former Prosecutor Andrew McCarthy,fake
 Something Weird Is Happening With Jared Kushner’s Hair,fake
UN NEWS AGENCY SCRUBS TWEET Calling On Americans Abroad To ‘Stop Trump’,fake
" As World Trade Center Fell, Donald Trump Boasted His Tower Was Now The Biggest In Manhattan",fake
Unlikely allies eye vote to legalize cannabis in New Zealand,real
Bulgarians use 'speed dating' to get know migrants,real
THE REAL REASON JOE BIDEN HASN’T ANNOUNCED HE’S RUNNING YET: Reliable Investigative Reporter Shares The Disturbing Inside Scoop,fake
NY TIMES RELEASES Dramatic Video of Keith Scott Shooting: “Drop The Gun…Drop The F*#king Gun!”,fake
DISNEY WORKER To Testify About Having To Train His Foreign Worker Replacement,fake
 The Pope Just Called Most American Employers (And Donald Trump) ‘Bloodsuckers’,fake
Turkish foreign minister says Assad administration must be removed,real
PUTIN ACCUSES U.S. Of Leaking Flight Path Of Russian Plane Shot Down By Turkey…Turkey Buying ISIS Oil,fake
Hawaii issues first challenge to Trump's new travel ban,real
 Trump Planning ‘Football Stadium Rallies’ In Red States To Push Trumpcare Through,fake
WHAT IS BLACK PRIVILEGE? [Video],fake
"NOT SO FAST: CA LIBS TRY TO ‘Drought Shame’ Conservative Actor Tom Selleck For ‘Stealing’ Water, But Ventura County Sheriff Disagrees",fake
BREITBART SENIOR EDITOR SPEAKS OUT On Bannon’s Departure…Declares #War on the Left [Video],fake
New 9/11 Trailer – Featuring Charlie Sheen and Whoopi Goldberg,fake
 New Republican SCOTUS Tactic: Who Needs 9 Justices Anyway?,fake
House tax panel chair: corporate tax cut may take 'several steps',real
NO SHAME! MSNBC ANCHOR Attacks Critically Injured Steve Scalise Who Can’t Defend Himself [Video],fake
 Australia Prime Minister Tells Trump To Man Up And Accept Refugees Because ‘A Deal’s A Deal’,fake
 Donald Trump Thanks The ‘Poorly Educated’ For Handing Him Victory In Nevada (VIDEO),fake
 Watch Hillary’s Reaction When Security Tries To Kick Shirtless Male Supporters Out Of Her Rally,fake
Michigan governor denies misleading U.S. House on Flint water,real
GERMAN COURT RULES “Sharia Police” Patrolling City Streets Did NOT Break Law…INSANE Video Shows Muslim Men Patrolling Streets,fake
 House Majority Leader REVELATION: ‘I Think Putin Pays Trump’,fake
JESSE WATTERS Takes On Young Anti-Trump Protesters: “He said that black people are ignorant” [Video],fake
 Alabama Supreme Court SHOCKS Conservatives With This Latest Ruling,fake
HORRIBLE! MAXINE WATERS CALLS Trumps “Kremlin Klan” A “Bunch of Scumbags” [Video],fake
 The Latest Delusion From Devin Nunes Will Make You SICK — This Is Exactly Why He Can’t Be Trusted,fake
China complains about Taiwan content in U.S. defense act,real
JUST IN: SUPREME COURT Rules On Trump Travel Ban,fake
Rappoport: ‘CNN Already Deflecting From the Susan Rice Scandal’,fake
BREAKING: Wikileaks To Give Tech Companies Exclusive Access To CIA Hack Tools,fake
[Video] HISPANIC CANDIDATE FOR SENATOR IN CA MAKES OFFENSIVE REMARK ONLY A DEMOCRAT COULD GET AWAY WITH,fake
Britain to limit acid sales after steep rise in assaults,real
" ‘Calexit’ Is Really A Thing, Might Mean Actual Secession (DETAILS)",fake
 Reporter: How Creepy Donald Trump ‘Hit On’ Me Today (TWEET),fake
NO KIDDING! HERE’S WHY HILLARY SUPPORTERS Will Get Us ALL KILLED [VIDEO],fake
 Spicer: It Would Be ‘Misguided And Wrong’ To NOT Handcuff 5-Year-Old Muslim Children (VIDEO),fake
" Trump Fan Puts Disgusting, Racist Float Of Obama In 4th Of July Parade (IMAGES)",fake
 Intel Committee Member: ‘Innocent People Don’t Ask For Immunity’ (VIDEO),fake
(VIDEO) CRINGE INDUCING: HILLARY BRINGS OUT THE FAKE SOUTHERN ACCENT ON HER FIRST CAMPAIGN TRIP TO THE SOUTH,fake
RAPPER KANYE WEST Reveals His Choice For President During Concert…Crowd Goes Nuts! [Video],fake
HILLARY WORKED FEVERISHLY To Return 10 Russian Spies Operating In U.S. In Midst Of Selling 20% Of U.S. Uranium To Russia,fake
Senate Democrats ask Trump attorney general pick to recuse himself from Russia probes,real
 Alabama County Succeeds In Re-Instituting School Segregation,fake
"In schools and hospitals, Turkey carves north Syria role",real
France sees U.S. strike on Syria as tool to push for peace talks: Hollande,real
Top U.S. Senate Democrat holds out hope for Obamacare subsidies,real
WOW! Governor Kasich Just Revealed How He Did His Part To Make Hillary Clinton Our Next President,fake
BREAKING: MYSTERIOUS METAL OBJECT Flings Out Of Hillary’s Pant Leg During Apparent Convulsion Or Seizure [Video],fake
"BREAKING BOMBSHELL: Blonde Clinton Neighbor, Dubbed The “Energizer” Gets $2 MILLION From Clinton “Charity”",fake
HYSTERICAL! Maxine Waters for POTUS? “Oh no! We don’t elect poverty pimps!” [Video],fake
"Peru's president pardons ex-leader Fujimori, citing his health",real
 Supreme Court Unanimously Rejects Republican’s Latest Election Rigging Scheme,fake
 Man Who Pulled Glock On Portland Protesters Was Armed With Five Magazines Of Ammo (VIDEO),fake
PRICELESS! BILL MAHER CALLS Senator Elizabeth Warren “Pocahontas” During Interview [VIDEO],fake
"“ALLAHU AKBAR” MUSLIM EXTREMISTS Forced Catholic Priest At Knifepoint To Kneel While They Performed “Arabic Sermon”….Filmed Beheading Of Priest…Two Terrorists Shot DEAD…19 Yr Old Was KNOWN TERRORIST Allowed To Live With Parents, Roamed Freely During Day [VIDEO]",fake
(Video) Hispanic Woman Speaks Up And Gives BEST DEFENSE of Donald Trump EVER!,fake
JUST IN: RAND PAUL ASSAULTED By Democrat Doctor…Here’s What We Know About The Attacker,fake
" Trump Explodes In Rage At Debate Results, Indicates He WON’T Accept An Election Loss (DETAILS)",fake
ARE THE ANTI-TRUMP PROTESTS Becoming The New “Ferguson” For Illegals And Democrats? [Video],fake
" Spicer Wears National Symbol Of ‘Distress’ On His Lapel During Briefing, Internet Has Field Day",fake
 Even Staunch Republican Ben Stein Says He’d Support Sanders Or Clinton Over Trump (VIDEO),fake
MUST SEE RESULTS OF NEW POLL Asking Americans One Word They Associate With Hillary,fake
