text,emotion,transformed_text
i feel like i betrayed my ex like i still need to be loyal to him i want to wait until im completely over my ex,love,
i feel like my irritable sensitive combination skin has finally met it s match,anger,
i have also realized that while i may feel fabulous some days today is proof that im still right there in it with all my listeners,joy,
i both started to feel uncomfortable and got up to leave which was met with comments of oh yeah right two girls like you wouldnt come to a bar if youre not looking for attention from guys,fear,
i have a lot to learn i feel like people are supportive of me,love,
i feel that it s not the distance that separates lovers that ends a relationship it is the impatience of humans to feel the touch of their beloved or to hear a lover whisper ones name,love,
i would feel so i don t know maybe a little resentful,anger,
ive been feeling quite disillusioned with christmas this year,sadness,
i feel i ve been wronged luckily i managed to control myself and not complain or talk bad about the friend either online on facebook or offline in person,anger,
i feel very slutty,love,
i found myself feeling a bit shamed defensive and excluded,sadness,
i have tried to see what it would be like if i liked one of my girl friends but it has never really worked and i can only ever feel an emotional connection to them because they are my friends,sadness,
i am left to feel helpless to do anything,fear,
i left that meeting feeling helpless and betrayed by the very laws that are supposed to protect me and other people in this state,fear,
i dont think that happens a lot so i feel insanely cranky when i couldnt get an ear immediately,anger,
i cant feel the pain but i feel the aching ness of my cheek dont know if its because of the long period of opening my mouth,sadness,
i know she feels helpless but that kiss that cuddle the hug every morning and the love you every night,sadness,
i can feel that gentle rhythm imprinted on my skin i vibrates up my arm my stomach clenches my legs squeeze i forget his own leg has somehow ended up between mine,love,
i want that feeling that someone is devoted to me and wants to keep me strong and go through things with me,love,
i know im feeling agitated as it is from a side effect of the too high dose,fear,
i often feel dissatisfied with such discussions partly because of the persistent everyone is beautiful nonsense but partly because they rarely go past the effects of advertising on body image,anger,
im now and still addicted to the way living a healthy and fit lifestyle makes me feel energetic confident strong and youthful on a daily basis,joy,
i drive home i feel like a petty thief having just stolen the exposures crudely stuck in my camera from the ancients,anger,
i guess i just need to see how it goes so while im feeling very nervous im also very excited,fear,
i won t get into making excuses for the man he s a big boy and can do that for himself and his staff i walked away from red rooster feeling dissatisfied underwhelmed and confused,anger,
i feel as though i gush on an on about the gorgeous colors of the produce we receive through our farm share and i have to do it again this week,joy,
i am feeling terrible,sadness,
i am just feeling that i really want to treat my parents nicely and i did it somehow as for him i need to be more generous as don t get jealous easily rawr i am a person with strong possession,love,
i don t really know what the suicide attempt accomplished other than me feeling ashamed embarrassed and stupid,sadness,
i want them to feel eager to attend a amp m i want them to feel like they belong,joy,
i would already begin to feel calm again and think that the one drink worked,joy,
i just feel like i should become an ungrateful bastard instead,sadness,
i hope i did not make you feel greedy o shit i hope i did not make you feel greedy or whore like sniiiiifff honey i was just trying to make you feel loved and happy,anger,
i began to feel a bit irritable and antsy,anger,
i feel disgusted and lose respect for them as a lady he said,anger,
i was cut into feeling pain that shocked me,surprise,single was cut into feeling pain that shocked me
ive been feeling really caring towards jt,love,
i guess i wont feel too jealous since i often do my mothering at the pool but its nice to have a husband again,anger,
i will usually tell him that i was feeling frustrated for whatever reason and ask him to help me fix it,anger,
ive a feeling briar beagle would give me one of her disgusted looks if i even tried exercising her in these souless surroundings,anger,
i am feeling the purpose of caring for those of us who are caregivers as well,love,
i am feeling so stunned and sad about the earthquake in christchurch new zealand yesterday,surprise,i am feeling and then stun and sad about the earthquake In christchurch fresh zealand yesterday
im feeling emotionally vulnerable right now and just want to throw up in peace so i can go back up and party hard,fear,
i smiled at him feeling his longing and said maybe later buddy but i have to make lunch now,love,
i can not acquaint the reason just because i feel acceptable if cutting links london jewelry,joy,
i have a lot going on in my life and feel overwhelmed,fear,
i got a good feeling from the school and i have a lovely class,love,
i compare myself whether it s to her lifestyle business acumen or physical beauty i set myself up for failure immediately feeling ugly and a tsunami of self doubt ensues,sadness,
i feel apprehensive about the ride ahead,fear,
i told dh i was feeling internally shaky,fear,
i feel hated by jim martin s,anger,
i feel like maybe he is going to stop loving me or maybe its true and im a terrible wife,love,
i feel excited for this episode,joy,
before an exam which i,fear,
im feeling on the mellow side today,joy,
i gotta feeling that tonight s gonna be a good night as i follow you home break in and hug you through the shower curtains as you shower,joy,
i feel tortured when i hear them talk or sing or laugh or cry,fear,
i know it s kind of funny that i m feeling hesitant about making fashion from something we use to scent our clothes but it does worry me a bit,fear,
i was able to work in the studio all week though im feeling a bit gloomy about how slowly things seem to be progressing,sadness,
i feel weird if i just do completely nothing,surprise,i feel weird if i precisely do completely nothing
i hope to god it is a false reading because i feel so unprotected without him,fear,
i feel can be even more dangerous though because when youre pouring all time into ministry it can be accompanied with self righteousness or self satisfaction,anger,
i feel really bothered,anger,
i am balancing on my hands with my feet hanging over and it feels like pretty far and im terrified to let them drop but im totally calm at the same time hanging here,fear,
i have never done anything to make her cry or want her to cry but after four months i feel a little strange i have never seen that side of her,fear,
i feel fake sharing the joyful and creative pursuits of our family,sadness,
i got the feeling she hated that that i would not admit it let it in i know ive hated every single obstacle that kept it from her every single leaden block that kept being placed in our once clear path to one anothers arms,anger,
i end up feeling groggy the rest of the day amp guilty that i didnt get anything done,sadness,
i feel that way considering most people are pretending to be the way they are and very very few are being sincere,joy,
i feel less shitty,sadness,
i feel so blessed to have known both,joy,
i will tell ya i have been following a very norma inspired diet for a week tomorrow and i feel amazing,surprise,ace volition tell ya i have constitute following adenine very norma inspired diet for a week tomorrow and i feel stupefy
i expressed my concerns that jens mobility had really declined to the point that she now sometimes uses crutches and on a good day the doctor suggested occupational therapy and said he would contact our local occupational therapist and we went on our merry way feeling rather disheartened,sadness,
i wish it was a more comforting feeling but instead it feels strange like living the memories of someone else or maybe having woken up from a long dream or a long sleep years and finding that the trees around you have grown taller,surprise,i wish it was adenine more comforting feeling but instead IT feels strange like living the computer storage of soul else or maybe having woken up from a long stargaze or vitamin A hanker sleep days and finding that the Sir Herbert Beerbohm Tree just about you birth grown taller
i can see the shallow of many lives and if i try to give love or atention to that person then i can see the distance and the confusion looks to me that people stop trusting others and feel insulted or misstreated by affeccion,anger,
i didn t leave feeling sarcastic and annoyed at having to treat someone as though they re better than me,anger,
i am blue i try to imagine his smile and even though the tears pour i feel so loved,love,
i am a celebrity or politician i can hire a bodyguard who carries a gun and i don t have to apologize explain or feel embarrassed about this choice,sadness,
i needed to feel rebellious,anger,
i think it to want you to settle immediately each other not to feel unpleasant,sadness,
i knew that comment was insulting but i was so angry at being told how i should feel by those who hadnt a clue that i didn t care if they felt insulted,anger,
i didn t feel like she was shy so much as taking it all in as her mother has described her,fear,
i start to feel frantic where are the candles the matches the one flashlight thats actually ashers bug light no fans in the house move beds outside boys in the bath dont touch the candles goodbye meat in the fridge,fear,
i pray that i may feel sure that there is nothing that god cannot accomplish in changing my life,joy,
i cannot wait to be human again ahkman to feel your kiss but i am so frightened,fear,
i am going to feel annoyed with myself,anger,
i feel i was unfortunate with both mister magnum and sounds of cheers travelling well for long periods of the race,sadness,
i feel like an elegant lady now,joy,
i promised myself that i wont enter anymore giveaways because i feel greedy but i couldnt resist this one,anger,
i was feeling grouchy and everything for the past few weeks but yesterday was such a happy day,anger,
i feel homesick and it doesn,sadness,
i feel quite needy have not recourse amp u http cabeal,sadness,
i show my temper to my parents i feel very regretful for hurting them,sadness,
i try my best to love on them shed some light but i feel deeply compassionate with their problems and hurt even if its someone in the media,love,
i almost feel a little bit weird about saying anything because it would almost feel like gossip,surprise,i almost feel a little bit weird about saying anything because information technology would about tactile property like gossip
i probably should have written this closer to thanksgiving but i was busy and frankly not feeling particularly lucky,joy,
i don t doubt that i m right in this case because i feel that you are a faithful gamer,love,
i do however feel a bit envious of people who have different perfumes for different seasons,anger,
i feel more irritable and i feel more sensible now than ever,anger,
i feel rather sympathetic,love,
i feel the nearness of my beloved grandpa bishop hi grandpa,joy,
ive taken yoga classes for years but for the past few days i was feeling very anxious abou,fear,
im feeling pretty annoyed with the whole thing i decided to share those reasons we rejoice,anger,
i was so stubborn and that it took you getting hurt for me to admit even to myself how i feel i haven t been very considerate of you in that respect,love,
i feel very blessed this year my daughter and her family will be with us and my sister from california is coming over this year too,love,
i did not feel troubled,sadness,
i was feeling quite pleased with myself over the fact that i had one coupon to use at the grocery,joy,
i need to be intentional to do more things like that i think as a mom sometimes it can feel like you lose some of your personality b c as smart as my kids are their sense of humor is me making a silly face and chasing them around the house like a monster,joy,
i start to see it s a problem when one afternoon i feel so depressed i can t wait the one hour until my friend comes back to talk to her,sadness,
i was feeling a little longing for paris this week so i did what every artist does,love,
i feel so supportive of her because shes pretty good she sang for us at a meeting we had,love,
i try to work but i cant concentrate me on something else than you and i log in my private journal to share my feelings my love with my faithful compagnon journal,love,
i feel so disappointed when my ex girlfriend doesn t call me back,sadness,
i feel very apprehensive,fear,
i feel as though i am being a little neglectful of my fellow bloggers,sadness,
i feel so thankful to be on their team,joy,
i feel like a frightened little child more than anyone could ever know,fear,
i know who all think this way so i ve always feel skeptical about painting my nails red since i also have light skin so the red is really going to stand out is there a cute way for a year old to wear red nails without looking like she s trying too hard or looking like a hooker,fear,
i feel amazed knowing that it had been even bigger,surprise,i look amazed learned that information technology had been even bigger
i feel intimidated like i just want to turn around and head back into the safety of my yoga class or hop on the tried and trusty treadmill,fear,
im feeling like life is fairly sweet,love,
i need to do everything i can to push away the boundaries i feel listless and overwhelmed,sadness,
i feel groggy but ok get up and leave the house with a luxurious baby free day in the office ahead of me,sadness,
i love rides but wasnt feeling too hot this day,love,
i don t really like to shop for the most part but when i feel threatened that s when i want to spend,fear,
i feel a bit like a naughty kid who went and spent their last pence on a bag full of e numbers guilty,love,
i feel so pissed about myself,anger,
i attended a session in the pub afterwards and i m feeling a bit tender this morning,love,
i feel honored to take part in the upcoming sight amp sound greatest film poll,joy,
i feel like a savage when i eat meat but i wouldve eaten my own hand if i couldnt have some of that turkey,anger,
i allowed people tonight to make me feel as though i was far less superior to them because i felt less attractive less popular and less able to be part of a community,joy,
i remember feeling shocked and somewhat embarrassed that the adf unity rite i was consecrated in was so much about me,surprise,one remember feeling outrage and somewhat embarrassed that the adf unity rite i was consecrated in comprise so much about ME
i am that woman who will notice and i will send one your way even on days when i feel discouraged myself,sadness,
i thought that was the end of it but a few minutes ago i got off the couch and felt so hot and sore and soft yknow when you have a fever how your body just feels really tender,love,
i feel pretty most of the time,joy,
i stared up at him amazed by the feeling and as equally amazed that nothing else was happening,surprise,i gaze upwards at him amazed past the feeling and as equally amazed that nothing else was occurrence
i feels dangerous these days but with cam newton at home plus a point i m feeling the panthers in prime time,anger,
ive been feeling so restless lately why i bleached my hair so much a month ago,fear,
i feel so much more myself and i missed me,sadness,
i feel like i am so devoted to so many other things that my time is being split up weirdly,love,
i feel sympathetic enough to call him off,love,
i feel deeply disturbed that another mother would condemn me and other mothers like me for finding fulfillment in being a mother,sadness,
i thought having a well respected and recognized mother of autistic boys would be the perfect guest blogger with a message i feel passionate about,love,
i feel abit hopeless at times man darn itttt,sadness,
i learned about different things like how family plan the arrangements and even how real the pain can feel when a loved one passes on,love,
i feel a little strange chasing after them since im so disappointed in the brand as a whole,fear,
i was feeling anxious about my yoga homework,fear,
i am a passionate obama supporter but as a woman i feel twinges of guilt at times about the fact that i am not supporting the first woman with a real shot at the presidency,love,
i feel like hes trying to be the one to comfort me and help me get over yash which is sooo sweet of him but at the same time it makes me love yash more because he cant compare to yash i feel like i cant trust fateh,love,
i am fucking it up with my pattern of wanting craving addiction to attention and specialness my way of feeling loved by another,love,
i thought i hope our vanquished england failures are watching this and feeling very envious and determined to do everything to improve and maybe one day do something similar before i die,anger,
i could feel ediths meanness could feel stoners withdrawal and the cool pity of their friends,joy,
i seriously considered pulling the offer and i was feeling that we rushed into it all too quickly,anger,
i realise that although i originally started this blog for a specific purpose it has really grown beyond that and i shouldnt feel pressured to writing about specific things,fear,
i am feeling a bit offended,anger,
i pray that they will continue to be giving confident happy god fearing and feel loved,love,
at a party i met a girl who drew me to her,anger,
i just feel too stubborn to give up on a dream,anger,
i didn t feel very reassured by her tone but i understand this is a big shock and adjustment for everyone,joy,
i suddenly feel that this is more than a sweet love song that every girls could sing in front of their boyfriends,love,
i feel awful everytime ac,sadness,
i can remember feeling petrified,fear,
im not sure i relish the feeling of squelching mud between my toes when its contents are uncertain,fear,
i took away all the disappointed feeling all the paining i gave my heart to be heal by lord because he s the only one love who never betrayed never lose loyalty even i didn t loyal to him,love,
i don t feel the least bit left out instead i m eager to watch these two as lucas grows,joy,
i finished this book feeling all gloomy because her emo personality apparently rubbed off on me,sadness,
i feel a little naughty whenever i wear such a colour combo,love,
i already feel he is using us it feels weird because i havent even done anything there yet but i feel it coming like ministry coming at me,fear,
i had on my plate without the stress of feeling completely overwhelmed,surprise,
i feel like federer is more talented player for sure,joy,
i cannot deny that right now i am feeling disillusioned with the avon,sadness,
im not feeling too hot this week so it has been a minor struggle but im pushing through and trying to smile my way through it,love,
i always feel fearless january st,joy,
i was feeling very nostalgic and very grateful,love,
i looked at mabel this morning i named my left breast mabel my right one is hazel and i feel this weird mixture of anger and loss valerie wrote less than a month after her diagnosis,fear,
i have a feeling i took so much time but kuya buddy and kuya angee have been very supportive all the way,love,
i walked out of there with a better understanding of what was going on in the experiment but also feeling a little stunned that i had only one equation to describe all of this,surprise,i take the air out of thither with ampere better understanding of what was going along Indiana the experiment merely also feeling a little stunned that i had only if one equation to report all of this
i was feeling especially shy and awkward because i didn t know many people there,fear,
i feel on the verge of tears from weariness i look at your sweet face and cant help but tenderly kiss your cheeks,love,
i have been taking it slowly going at my own pace and not feeling pressured to finish or catch up and im not looking for a miracle cure,fear,
i have a feeling it is soon going to become a rather messy heavy book which no one will want to look at but i reckon it will mean the world to me,sadness,
i feel delighted to showcase this journey,joy,
i feel as though my capacity to love others to show love to be loved and share it has grown dramatically,love,
i cant really explain the feeling i get inside when someone is mad at me,anger,
i feel that it is my duty to athf and their devoted fan base to show my support,love,
i feel very envious,anger,
im sure the bundle guys are feeling pretty generous this time of year,love,
i was reading through my old messages from knight and feeling very sentimental so i texted him back,sadness,
i lost my special mind but don t worry i m still sane i just wanted you to feel what i felt while reading this book i don t know how many times it was said that sam was special but i can guarantee you it was many more times than what i used in that paragraph did i tell you she was special,joy,
i have spent the majority of my life trying to change how i look in order to feel accepted by others to feel loved by other to feel better than people around me because in my mind my physicality is the only thing that i have to offer,love,
i feel tranquil and content,joy,
i didnt feel so hot,love,
im not afraid of going on my own but i feel like a lot of people were in groups and a part of me feels like it would be cool to have a small group to hang out with,joy,
i drink into my feelings get numb,sadness,
i am pretty sure they took the two most horribly sounding words and stuck them together so fat people would feel shamed for being fat,sadness,
i feel that i have got my looks and sweet nature from my mom,love,
i feel very blessed and loved by the people around me,love,
i think it s the opposite i get to feel defeated because i was doing everything possible to keep baby healthy and my sugars in check,sadness,
i see women wearing boots i feel envious that i want to curse them,anger,
i was feeling regretful that i made contact with someone with whom i need to keep distance,sadness,
i kiss your lips i feel sweet,love,
i was trying to determine why i feel so reluctant to actually post what ive written when i finally realized its because i cannot pass something off as a cute idea i had or as a response to something someone could be experiencing,fear,
i feel charming today and dont really want to be a part of what im supposed to be a part of tonight,joy,
i cant find it in my heart to feel the least bit disappointed for having missed it,sadness,
i hate him and the feeling is pretty mutual i find him obnoxious and he thinks im a bitch once again it has nothing to do with what happened and nobody thinks less of anybody because of it,anger,
i feel all our time is devoted to scheduling instead of actually making the center be top notch,love,
i wake up real life husband i feel melancholy towards day,sadness,
i often find myself in a hostile environment my leaves feel damaged my blossoms die on the vine,sadness,
i feel when you dont talk to me my friend so loyal and free i dont want it to stay like this i want to have that bliss,love,
i am feeling completely mellow and perfectly calm,joy,
i am feeling a little apprehensive but i m sure that will pass once i have the first treatment and with your prayers,fear,
i spent a lot of time feeling overwhelmed with the amount of information he provided while reading the textbook,fear,
i think ive been feeling sentimental recently too,sadness,
i feel more than honoured to be part of this series and join all these wonderful and talented ladies in a celebration of the womanhood,joy,
when i ate a rotten apple,anger,
i was dreading it and feeling irritable,anger,
i have been feeling pretty fabulous for me that means my pain is about a out of for the past three days,joy,
i wasnt going to post anything about his death because i made me feel mad and shitty,anger,
i was feeling quite something im not sure,joy,
i never feel brave and nor do i want to be as i believe that in order to be brave you have to make a conscious choice as to whether you want to be brave or not,joy,
i really enjoyed using these products the cleanse and polish made my skin feel so lovely and soft,love,
i feel somewhat victimized,sadness,
i feel like i almost convinced myself this is going to be the pattern,joy,
i feel a litte shaken up by this point,fear,
i don t feel particularly inspired,joy,
i do feel envious of those with kids at certain moments,anger,
i feel im back to being that bouncy little chickie i was when i first found the scene but with a lot more depth and understanding of myself and the world around me,joy,
i cherish that feeling of babies asleep on my chest their amazingly sweet breath and the feeling they give me of i am needed,love,
i feel naughty by ratbagx,love,
i have been feeling very shaky and weak and light headed starting from yesterday and this morning when i woke up i couldn t breathe properly no matter how many deep breaths i took in i just felt there just wasn t enough oxygen going in,fear,
i feel resolved some nights i accidentally break down and cry,joy,
i probably missed you too much jongwoon teases but ryeowook doesn t have to hear him say it to know it s truth feeling it in his kisses the gentle touches up his spine warm breath ghosting over his ear,love,
i started explaining what my biggest problems were bottling up my feelings and then dumping all those problems onto one person and my selfish search for happiness when i had felt everyone around me had found their happiness,anger,
i feel only love yesterday it brought tears to my eyes to hear him say that today i realize that it was why it was so special to be with them i was surrounded by love,joy,
i feel like i do a crappy job at giving back from this angle due to my own racing and training schedule,sadness,
i feel about my mommy amp me friends our friendships grew so naturally the strength of them surprised me,surprise,i feel about my mommy amp me friends our friendships grow and so by nature the strength of them surprised me
i get to feel all virtuous when i do something like whip out my cloth napkin or reusable shopping bag,joy,
i feel it like you target blank class di title bookmark on del,sadness,
i feel badly enough about myself and everything thats going on and some of these people that are supposed to be helping me arent particularly sympathetic,love,
i know exactly how she feels because i hated it so badly i got so depressed i was cutting myself when i got so low i started thinking about suicide i did run away to nyc the farthest place from them where they wouldnt be able to find me,anger,
i hadnt but i told him that it had to be coming soon because i had been feeling all of the symptoms crampy tender tired etc,love,
i am not wishing november away or trying to forget about thanksgiving but i need to be mindful of what really matters when i feel overwhelmed,fear,
i hope you can feel that and will take the time to feel tender about your life for a moment,love,
i am depressed and feeling worthless getting on my gmc denali bike and conquering miles makes me feel less powerless,sadness,
i know that car enthusiasts are a bit tribal and youre all starting to feel suspicious about a car journalist whos turned to the dark side but dont worry i still prefer four wheels to two,fear,
i have the power to make another do what i want but in reality feel threatened and desire to control this other person so i am not a href https eqafe,fear,
i was so impressed with the show especially for hs and i was moved by these talented kids but then again i feel very passionate about productions and music and theatre in schools so i am always happy to endorse many hs productions throughout their seasons during this time,love,
i suppose most of my writing emerges out of some feeling of emotional urgency so there is usually a sense of darkness,sadness,
i feel gracious what about you,love,
i want to be able to get into it without feeling weird in a bathing suit,fear,
i feel like i probably would have liked this book a little bit more if it wasn t such a simple story line,love,
i feel like i need cute pictures to share,joy,
i know that feeling awkward and not having friends in a space contributes to this,sadness,
i feel someone has been wronged when i feel i have been wronged or when i get riled up against an action i find offensive i unsheathe my sword and good lord you better look out,anger,
i di spazzola prima di andare a dormire one hundred strokes of the brush before bed though she didnt support the film because she feels that its not loyal to her novel,love,
i generally refrain from putting friends bands up here mostly because i feel pretty goddamn weird about it but fuck it,fear,
i feel petty jealousy or anger yesterday in the face of my wifes happiness and our decision to chaperone a trip with my sons school,anger,
i feel so pathetic that i stoop down to that level but i really really just want to be happy with whatever i have,sadness,
i feel slightly unimportant,sadness,
i feel the need to work on caring,love,
ive stamped out old relationships feeling like the distance and time apart would cause people to forget or somehow give enough reason for them to stop caring about me,love,
i feel that our values need to be shifted in the direction of caring for all things on earth for each other and for the planet we live on,love,
im still using blogger to follow other blogs but i like livejournals feature of enabling private posts so i can keep just one journal without feeling inhibited about writing things i dont want to publish on the net,fear,
i finally feel i have accepted nashville as home,love,
when my little sister was sick at home and i thought that she would die,fear,
i did feel sympathy for him and liked him more by the end of the story however i dont feel that enough time was spent on his turn around,love,
i feel like not caring,love,
i feel like i love all romantic comedies that sort of have a mixed tone so some of woody allen s work obviously and jim brooks and some of the earl billy wilder films like the apartment,love,
i feel no shame whatsoever in longing for iron man at my local cineworld,love,
i feel a violent tug at my eye socket,anger,
im feeling a little less jaded,sadness,
i was feeling weird the other day and it went away about minutes after i took my metformin,fear,
i feel really disheartened and sad and i tried to call ashley and later tried to call rommel,sadness,
i always feel like the life s been drained from me and that i ve been injected with some kind of venom,sadness,
i am or who i m with i always feel alone,sadness,
i like that i don t feel pressured yet i like spending time with him,fear,
id like to be less afraid to say how i really feel less afraid to travel,fear,
i hate to interrupt you but the truth is i m feeling uncomfortable,fear,
im feeling so morose,sadness,
i have been feeling shaky this morning after taking them as well,fear,
ive learned how to turn off all my emotions more and more and i often find myself feeling completely blank while my mother is crying continuously over my suicidalness,sadness,
i did feel a little less inhibited in class tonight,fear,
i included my feelings but no violent acts were committed against her,anger,
i feel like a hot mess,love,
im really praying and concentrating and im just inundated in thoughts that i feel should be devoted much time to,love,
i remembered feeling unwelcome feeling like nobody wanted me there and the feeling was terribly familiar,sadness,
i keep feeling pleasantly surprised at his supportiveness and also his ease in new situations,surprise,
id feel frantic,fear,
im a lover and a listener i just cuddle and listen and i cant do the cuddle thing so i feel a bit listless,sadness,
i hope not pagetitle khatsii feeling fearful,fear,
i decided to lay down in my bed but then i started to feel really violent like i wanted to punch and kick things except i didnt wnat to hurt anything,anger,
i started having that creepy feeling again like she still hated me,anger,
im feeling jealous just thinking of you all wrapped up all clean warm and soft,anger,
i basically spent a miserable night crying and feeling terrified and sick to my stomach,fear,
i can make and one that i feel i am called to make to my sweet jesus who sacrificed everything for me,joy,
i don t like pushy sales folk and ask for help when i need it but sometimes i struggle and feel too proud to reach out and that s when i need others to reach out their hand,joy,
i really shut myself off a lot at the end of my pregnancy when i was feeling even more irritable and anxious so maybe now i need to bounce back from that and get back to normal again,anger,
i can feel his impatient and i can t stop my body from giving him positive response,anger,
i leave the nursing home each week feeling so joyful and ready to come back again,joy,
i feel really disgusted with myself more than the pain and agony,anger,
i just feel tender,love,
i believe that what was displayed is a deep emotional yearning for semblance of normality peace since it appears the dancing arabs did not feel threatened by a fully armed soldier,fear,
i might be needing quite sometimes to let this feelings fade away but i wont make you feel insecure or disturb or uncomfortable,fear,
i get disappointed it makes me feel so rejected especially being disappointed by a loved one,sadness,
im so tired i feel weepy,sadness,
i have a feeling often and often that its dangerous to wait for things that if you wait for things they only go further and further away,anger,
i feel a bit more energized today and less grouchy,anger,
i woke up feeling more discouraged than i had in a very long time,sadness,
i still feel a bit stunned and i suppose i should be racked with regret and shame,surprise,i still feel a bit dazed and i suppose i should be torment with repent and shame
i feel almost angry that i have been fed like a lab rat for so many years,anger,
im trying to do better with my spending but i feel so deprived,sadness,
i called this ward member and she said that shed been feeling really unhappy today,sadness,
i feel so frightened i just wanted to document the way i m feeling,fear,
i feel i would give up the sense of touch feeling is because i am afraid to feel pain or suffering which i admit is probably one of the harder parts of life,fear,
i feel like a rebellious year old that stands in the doorway flicking the lights off and on in the depths of my spirit,anger,
i feel annoyed img class aligncenter size full wp image src http mrdanbaird,anger,
i feel is more energetic in urban singapore than elsewhere,joy,
i am controlling the growth of this business and every time i post work for a client i feel even more determined to make it a full time business one day,joy,
i feel kinda apprehensive,fear,
i overly pc in feeling a little shocked,surprise,
i feel that the very foundations of my faith have been shaken to the core,fear,
i think another reason i love concerts is it is the only setting where i feel completely comfortable letting loose,joy,
i feel that students in my classroom will enjoy and respect the opportunities to use their own artistic creativity,joy,
i feel proud about her,joy,
i miss not feeling guilt over so much stuff because i reacted in a terrible way or said no to my kids just for the sake of saying no,sadness,
i dont think i misinterpreted at all helped me feel more assured about the sort of work i had been doing and continued to do,joy,
i turn feeling ridiculously awkward and very self conscious to face zayne,sadness,
i want to write that makes you feel the frantic induced nightlife of being on speed,fear,
i li pouring down in the corner under the moonlight shines on his face i saw his pale face and mouth with half closed eyes bear people feel more distressed,fear,
i mean i am kinda feeling disturbed when subaru is close to me,sadness,
i feel suspicious of informality and a lack of credentials,fear,
im not feeling hot and bothered but i let him hold onto my body as if hes ready to dine ive told you that i would find no better lover when hes kissing my lips its yours i think of i need to imagine you in order to get off,love,
i do feel a bit deprived of a typical experience,sadness,
i feel like when i was a kid it was constantly impressed upon me how awesome ants are,surprise,i feel like when i follow a kid IT was constantly impressed upon Maine how awesome ants are
i am feeling insatiably curious and i want to read and learn more about digital media and social marketing,surprise,i am feeling unsatiably curious and i want to understand and learn more about digital media and social market
i feel quite nervous and scared too x scared cos ill be taking the plane back to singapore on my own cos i cant stay as long as my two other friends have planned t,fear,
i feel as though at least in the range of age being doubtful or not believing in religion is not so uncommon while my mother who was born in sees being an atheist means you cannot be a moral person,fear,
i fully understand the feeling of being beaten down wounded and bereft,sadness,
i feel that blogging is less dignified than other media which is why i do it but i also understand it s not a competition and the distinction is somewhat blurred so it s really just a a href http www,joy,
i havent let myself truley sink into a depressed state of mind feeling like everyone is against me and trusting no one and just basically wanting to die since freshman year,joy,
i think itd be easier if i had parents that argued with me about it then i could feel rebellious or something p but right now i just feel like a burden,anger,
i feel decently intelligent,joy,
i feel furious at myself for being so pathetic furious at her for various reasons,anger,
i dont know what it is but i have been feeling less paranoid,fear,
i lie down he feels my belly listens to babys heartbeat gets mad at me for sitting up without rolling onto my side first and then tells me theres some protein in my urine nothing to be worried about though and asks if anything is bothering me,anger,
i can t say i was feeling the least bit inspired by the idea that i was going to be riding through weather like this at random times over the coming hrs,joy,
i couldn t help but feel pissed off at both sides of the debate and the unnecessary dichotomy itself,anger,
i feel like i dont even know how to trust that im trusting well enough,joy,
i feel uncertain if the most of similar families can be reached the uncertainty does not preclude us from serving those we can in the meantime while discovering the ways to reach the others,fear,
i do feel a little bashful about it,fear,
i feel we are being very blessed,love,
i was also feeling pretty low being fired four days before christmas,sadness,
i know it feels like youre dying when youre working out but the sweet refreshed feeling afterwards is all worth it,love,
i don t know about you but that feeling of powerlessness of not being in control sends me in a mad tizzy for the haagen dazs,anger,
i could feel the stress leaving my veins and just getting out of me it was wonderful,joy,
i become aware that i m feeling impatient and thinking things are not going fast enough i can choose to change my thinking and remind myself that god s timing is perfect,anger,
i feel glad i can still teach him at home myself,joy,
i dont win a lot of things but i still feel ridiculously lucky,joy,
i am feeling impatient and would just like to get on with life i am in no hurry to push myself right back into illness,anger,
i feel devastated betrayed and abandoned i ask for peace and comfort and a new direction,sadness,
i got a feeling that the hateful talk in the work place wore thin and they kept her around only for what they absolutely needed her to cover,anger,
i was feeling extremely horny while out of town visting some friends of mine in south florida,love,
i feel most apprehensive about each week probably because it is the one most likely to unavoidably show me my shortcomings as a runner,fear,
i don t dispute that the theory has some applications i just feel that it is universalized too often and is especially abused in a culture that is accustomed to being able to control circumstances and produce a desired outcome hmmm what culture could i be referring to,sadness,
i suppose i felt odd and different too and liked to feel accepted even on a superficial level for an hour or two,love,
i do not feel frantic,fear,
i make the trip i feel a strange combination of excitement and dread,fear,
i feel dont mention food and dont think ur being considerate by noticing my obsession with this and talking to me about,love,
i hate getting behind because then i feel pressured to get it all back up to date so i can move on to other projects,fear,
i can eat soup drink tea and wear sweaters but still feel pleasant when i go outside,joy,
i managed to take some photos today of my outfit which did feel rather strange especially as i havent taken any for such a long time,surprise,i managed to take around photos today of my turnout which did feel sooner unknown peculiarly as 1 havent taken any for such a long time
im feeling angry at someone i do something thoughtful for her and my feelings toward her soften,anger,
i im feeling rot im feeling rotten today i guess i forgot i am shot im not o,sadness,
i dont need to wear a mask because at this moment i can show all my feelings to my beloved without missgivings,love,
i know its not my fault but after failing to keep three babies alive in my womb how else should i feel two friends came by with a sweet gift and a sandwich for todd,love,
i feel incredibly loved and i know baby cap does too,love,
i counsel people who are in abusive relationships i have prided myself with understanding how they feel being a supportive resource because i get it,love,
i see lyman i just feel more and more amazed about us,surprise,i see lyman i just feel More and to a greater extent astounded about us
i feel loyal to style,love,
